PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Cabin
722,0,3,"Jensen, Mr. Svend Lauritz",male,17,1,0,350048,
723,0,2,"Gillespie, Mr. William Henry",male,34,0,0,12233,
724,0,2,"Hodges, Mr. Henry Price",male,50,0,0,250643,
725,1,1,"Chambers, Mr. Norman Campbell",male,27,1,0,113806,E8
726,0,3,"Oreskovic, Mr. Luka",male,20,0,0,315094,
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30,3,0,31027,
728,1,3,"Mannion, Miss. Margareth",female,,0,0,36866,
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25,1,0,236853,
730,0,3,"Ilmakangas, Miss. Pieta Sofia",female,25,1,0,STON/O2. 3101271,
731,1,1,"Allen, Miss. Elisabeth Walton",female,29,0,0,24160,B5
732,0,3,"Hassan, Mr. Houssein G N",male,11,0,0,2699,
733,0,2,"Knight, Mr. Robert J",male,,0,0,239855,
734,0,2,"Berriman, Mr. William John",male,23,0,0,28425,
735,0,2,"Troupiansky, Mr. Moses Aaron",male,23,0,0,233639,
736,0,3,"Williams, Mr. Leslie",male,28.5,0,0,54636,
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48,1,3,W./C. 6608,
738,1,1,"Lesurer, Mr. Gustave J",male,35,0,0,PC 17755,B101
739,0,3,"Ivanoff, Mr. Kanio",male,,0,0,349201,
740,0,3,"Nankoff, Mr. Minko",male,,0,0,349218,
741,1,1,"Hawksford, Mr. Walter James",male,,0,0,16988,D45
742,0,1,"Cavendish, Mr. Tyrell William",male,36,1,0,19877,C46
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21,2,2,PC 17608,B57 B59 B63 B66
744,0,3,"McNamee, Mr. Neal",male,24,1,0,376566,
745,1,3,"Stranden, Mr. Juho",male,31,0,0,STON/O 2. 3101288,
746,0,1,"Crosby, Capt. Edward Gifford",male,70,1,1,WE/P 5735,B22
747,0,3,"Abbott, Mr. Rossmore Edward",male,16,1,1,C.A. 2673,
748,1,2,"Sinkkonen, Miss. Anna",female,30,0,0,250648,
749,0,1,"Marvin, Mr. Daniel Warner",male,19,1,0,113773,D30
750,0,3,"Connaghton, Mr. Michael",male,31,0,0,335097,
751,1,2,"Wells, Miss. Joan",female,4,1,1,29103,
752,1,3,"Moor, Master. Meier",male,6,0,1,392096,E121
753,0,3,"Vande Velde, Mr. Johannes Joseph",male,33,0,0,345780,
754,0,3,"Jonkoff, Mr. Lalio",male,23,0,0,349204,
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",female,48,1,2,220845,
756,1,2,"Hamalainen, Master. Viljo",male,0.67,1,1,250649,
757,0,3,"Carlsson, Mr. August Sigfrid",male,28,0,0,350042,
758,0,2,"Bailey, Mr. Percy Andrew",male,18,0,0,29108,
759,0,3,"Theobald, Mr. Thomas Leonard",male,34,0,0,363294,
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33,0,0,110152,B77
761,0,3,"Garfirth, Mr. John",male,,0,0,358585,
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",male,41,0,0,SOTON/O2 3101272,
763,1,3,"Barah, Mr. Hanna Assi",male,20,0,0,2663,
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36,1,2,113760,B96 B98
765,0,3,"Eklund, Mr. Hans Linus",male,16,0,0,347074,
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51,1,0,13502,D11
767,0,1,"Brewe, Dr. Arthur Jackson",male,,0,0,112379,
768,0,3,"Mangan, Miss. Mary",female,30.5,0,0,364850,
769,0,3,"Moran, Mr. Daniel J",male,,1,0,371110,
770,0,3,"Gronnestad, Mr. Daniel Danielsen",male,32,0,0,8471,
771,0,3,"Lievens, Mr. Rene Aime",male,24,0,0,345781,
772,0,3,"Jensen, Mr. Niels Peder",male,48,0,0,350047,
773,0,2,"Mack, Mrs. (Mary)",female,57,0,0,S.O./P.P. 3,E77
774,0,3,"Elias, Mr. Dibo",male,,0,0,2674,
775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54,1,3,29105,
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18,0,0,347078,
777,0,3,"Tobin, Mr. Roger",male,,0,0,383121,F38
778,1,3,"Emanuel, Miss. Virginia Ethel",female,5,0,0,364516,
779,0,3,"Kilgannon, Mr. Thomas J",male,,0,0,36865,
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43,0,1,24160,B3
781,1,3,"Ayoub, Miss. Banoura",female,13,0,0,2687,
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17,1,0,17474,B20
783,0,1,"Long, Mr. Milton Clyde",male,29,0,0,113501,D6
784,0,3,"Johnston, Mr. Andrew G",male,,1,2,W./C. 6607,
785,0,3,"Ali, Mr. William",male,25,0,0,SOTON/O.Q. 3101312,
786,0,3,"Harmer, Mr. Abraham (David Lishin)",male,25,0,0,374887,
787,1,3,"Sjoblom, Miss. Anna Sofia",female,18,0,0,3101265,
788,0,3,"Rice, Master. George Hugh",male,8,4,1,382652,
789,1,3,"Dean, Master. Bertram Vere",male,1,1,2,C.A. 2315,
790,0,1,"Guggenheim, Mr. Benjamin",male,46,0,0,PC 17593,B82 B84
791,0,3,"Keane, Mr. Andrew ""Andy""",male,,0,0,12460,
792,0,2,"Gaskell, Mr. Alfred",male,16,0,0,239865,
793,0,3,"Sage, Miss. Stella Anna",female,,8,2,CA. 2343,
794,0,1,"Hoyt, Mr. William Fisher",male,,0,0,PC 17600,
795,0,3,"Dantcheff, Mr. Ristiu",male,25,0,0,349203,
796,0,2,"Otter, Mr. Richard",male,39,0,0,28213,
797,1,1,"Leader, Dr. Alice (Farnham)",female,49,0,0,17465,D17
798,1,3,"Osman, Mrs. Mara",female,31,0,0,349244,
799,0,3,"Ibrahim Shawah, Mr. Yousseff",male,30,0,0,2685,
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30,1,1,345773,
801,0,2,"Ponesell, Mr. Martin",male,34,0,0,250647,
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31,1,1,C.A. 31921,
803,1,1,"Carter, Master. William Thornton II",male,11,1,2,113760,B96 B98
804,1,3,"Thomas, Master. Assad Alexander",male,0.42,0,1,2625,
805,1,3,"Hedman, Mr. Oskar Arvid",male,27,0,0,347089,
806,0,3,"Johansson, Mr. Karl Johan",male,31,0,0,347063,
807,0,1,"Andrews, Mr. Thomas Jr",male,39,0,0,112050,A36
808,0,3,"Pettersson, Miss. Ellen Natalia",female,18,0,0,347087,
809,0,2,"Meyer, Mr. August",male,39,0,0,248723,
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33,1,0,113806,E8
811,0,3,"Alexander, Mr. William",male,26,0,0,3474,
812,0,3,"Lester, Mr. James",male,39,0,0,A/4 48871,
813,0,2,"Slemen, Mr. Richard James",male,35,0,0,28206,
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6,4,2,347082,
815,0,3,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,
816,0,1,"Fry, Mr. Richard",male,,0,0,112058,B102
817,0,3,"Heininen, Miss. Wendla Maria",female,23,0,0,STON/O2. 3101290,
818,0,2,"Mallet, Mr. Albert",male,31,1,1,S.C./PARIS 2079,
819,0,3,"Holm, Mr. John Fredrik Alexander",male,43,0,0,C 7075,
820,0,3,"Skoog, Master. Karl Thorsten",male,10,3,2,347088,
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52,1,1,12749,B69
822,1,3,"Lulic, Mr. Nikola",male,27,0,0,315098,
823,0,1,"Reuchlin, Jonkheer. John George",male,38,0,0,19972,
824,1,3,"Moor, Mrs. (Beila)",female,27,0,1,392096,E121
825,0,3,"Panula, Master. Urho Abraham",male,2,4,1,3101295,
826,0,3,"Flynn, Mr. John",male,,0,0,368323,
827,0,3,"Lam, Mr. Len",male,,0,0,1601,
828,1,2,"Mallet, Master. Andre",male,1,0,2,S.C./PARIS 2079,
829,1,3,"McCormack, Mr. Thomas Joseph",male,,0,0,367228,
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62,0,0,113572,B28
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15,1,0,2659,
832,1,2,"Richards, Master. George Sibley",male,0.83,1,1,29106,
833,0,3,"Saad, Mr. Amin",male,,0,0,2671,
834,0,3,"Augustsson, Mr. Albert",male,23,0,0,347468,
835,0,3,"Allum, Mr. Owen George",male,18,0,0,2223,
836,1,1,"Compton, Miss. Sara Rebecca",female,39,1,1,PC 17756,E49
837,0,3,"Pasic, Mr. Jakob",male,21,0,0,315097,
838,0,3,"Sirota, Mr. Maurice",male,,0,0,392092,
839,1,3,"Chip, Mr. Chang",male,32,0,0,1601,
840,1,1,"Marechal, Mr. Pierre",male,,0,0,11774,C47
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",male,20,0,0,SOTON/O2 3101287,
842,0,2,"Mudd, Mr. Thomas Charles",male,16,0,0,S.O./P.P. 3,
843,1,1,"Serepeca, Miss. Augusta",female,30,0,0,113798,
844,0,3,"Lemberopolous, Mr. Peter L",male,34.5,0,0,2683,
845,0,3,"Culumovic, Mr. Jeso",male,17,0,0,315090,
846,0,3,"Abbing, Mr. Anthony",male,42,0,0,C.A. 5547,
847,0,3,"Sage, Mr. Douglas Bullen",male,,8,2,CA. 2343,
848,0,3,"Markoff, Mr. Marin",male,35,0,0,349213,
849,0,2,"Harper, Rev. John",male,28,0,1,248727,
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,,1,0,17453,C92
851,0,3,"Andersson, Master. Sigvard Harald Elias",male,4,4,2,347082,
852,0,3,"Svensson, Mr. Johan",male,74,0,0,347060,
853,0,3,"Boulos, Miss. Nourelain",female,9,1,1,2678,
854,1,1,"Lines, Miss. Mary Conover",female,16,0,1,PC 17592,D28
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44,1,0,244252,
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",female,18,0,1,392091,
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45,1,1,36928,
858,1,1,"Daly, Mr. Peter Denis ",male,51,0,0,113055,E17
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24,0,3,2666,
860,0,3,"Razi, Mr. Raihed",male,,0,0,2629,
861,0,3,"Hansen, Mr. Claus Peter",male,41,2,0,350026,
862,0,2,"Giles, Mr. Frederick Edward",male,21,1,0,28134,
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48,0,0,17466,D17
864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,,8,2,CA. 2343,
865,0,2,"Gill, Mr. John William",male,24,0,0,233866,
866,1,2,"Bystrom, Mrs. (Karolina)",female,42,0,0,236852,
867,1,2,"Duran y More, Miss. Asuncion",female,27,1,0,SC/PARIS 2149,
868,0,1,"Roebling, Mr. Washington Augustus II",male,31,0,0,PC 17590,A24
869,0,3,"van Melkebeke, Mr. Philemon",male,,0,0,345777,
870,1,3,"Johnson, Master. Harold Theodor",male,4,1,1,347742,
871,0,3,"Balkic, Mr. Cerin",male,26,0,0,349248,
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47,1,1,11751,D35
873,0,1,"Carlsson, Mr. Frans Olof",male,33,0,0,695,B51 B53 B55
874,0,3,"Vander Cruyssen, Mr. Victor",male,47,0,0,345765,
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28,1,0,P/PP 3381,
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15,0,0,2667,
877,0,3,"Gustafsson, Mr. Alfred Ossian",male,20,0,0,7534,
878,0,3,"Petroff, Mr. Nedelio",male,19,0,0,349212,
879,0,3,"Laleff, Mr. Kristo",male,,0,0,349217,
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56,0,1,11767,C50
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25,0,1,230433,
882,0,3,"Markun, Mr. Johann",male,33,0,0,349257,
883,0,3,"Dahlberg, Miss. Gerda Ulrika",female,22,0,0,7552,
884,0,2,"Banfield, Mr. Frederick James",male,28,0,0,C.A./SOTON 34068,
885,0,3,"Sutehall, Mr. Henry Jr",male,25,0,0,SOTON/OQ 392076,
886,0,3,"Rice, Mrs. William (Margaret Norton)",female,39,0,5,382652,
887,0,2,"Montvila, Rev. Juozas",male,27,0,0,211536,
888,1,1,"Graham, Miss. Margaret Edith",female,19,0,0,112053,B42
889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,,1,2,W./C. 6607,
890,1,1,"Behr, Mr. Karl Howell",male,26,0,0,111369,C148
891,0,3,"Dooley, Mr. Patrick",male,32,0,0,370376,
